Name,Image,Famille,Catégorie,Sous-catégorie,Couleur,Matières,Pièces habitation ,Dimension,Kg,Type achat,Fournisseur,Ref fournisseur,Type d'article,Unité,URL,Prix achat HT (indicatif),Description fournisseur
Fauteuil Milo Tissu Bouclette Bleu Vert Doux ,image_1024-300.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/y2c4ifQLsaPD9ENAmX3EZg/RE4qVZMPRLMhTGnpmErPrLpvqZMTcMzFVVXONhkZqmFciDF77kpipUI-t4Vk_2FLtRn9zWiDxrqy4BpEE2saXvNBOKw0o7uu13dupEnu8X0MOhCW8x_lXdA8ak3SItLGxynZlD1pYJJfjloo1mNYKwH-YYEoydAYkuF1u02dYNc/jZzSaruV79u5fVwNyfM7yDLduUGKDUD-ZTmUXL2C8Ho),1 -  Maison et décoration,1 - Mobilier,21 - Fauteuil,"Bleu,Vert",Bouclette ,"Chambre,Salon,Bureau",L58 P73 H71cm,8,Stockage,6 -   Opjet,015797,vente de marchandises,Unité,https://www.opjet.com/shop/015797-fauteuil-eve-tissu-bouclette-bleu-vert-doux-l58-p73-h71cm-16221#attr=,"€109,00","Fauteuil Eve tissu bouclette bleu vert doux L58 P73 H71cm
Dossier ergonomique et assise moelleuse recouverts de tissu bouclette en bleu vert doux. Ce fauteuil ajoute une ambiance apaisante à tout espace. Ne nécessite pas de montage.
- Matériau : 95% polyester, 5% acrylique
- Couleur : Bleu vert doux
- Rembourrage : Mousse polyuréthane
- Hauteur d’assise : 41 cm
- Dimensions : L 58 x P 73 x H 71 cm
- Poids net : 8 kg
"
Canapé Alba Doudou Blanc,image_1024-12.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/TsLvCzLfqEBJ78xr2hWXgw/_sx5ylIfnDijYhod7cSpz4ha0g6oEgut9uCGKrVSGDyUT1Gsi-P0-ywmTa6A5xDUvZNKp-qGhJjoQC31SDcGSEwcjsZqse0nXPI4-HK3jsUA_OdKEfpl0jQeexUlKFanD-5qQNQX1qbpcpeH9E41035DB-e1Adz_8_-49jAnUDc/tV48hmYuCXJ9mZuh3Po--ViD5NUO6XA1Ovlbme7V4jk),1 -  Maison et décoration,1 - Mobilier,22 - Canapé,Blanc,Tissu / Velours,"Chambre,Bureau,Salon",L195 P103 H74cm,45,Sur commande,6 -   Opjet,017372,vente de marchandises,Unité,https://www.opjet.com/shop/017372-fauteuil-canape-3-places-douce-doudou-blanc-l195-p103-h74cm-20361?category=1#attr=,"€599,00","Canapé 3 Places Douce Doudou Blanc – L195 x P103 x H74 cm
Apportez confort et douceur à votre intérieur avec ce canapé 3 places au revêtement en tissu doudou blanc. Avec ses lignes arrondies et son assise enveloppante, il invite à la détente et s’intègre parfaitement dans un salon moderne et cosy.
Caractéristiques :
- Matériau : Tissu doudou 100% polyester
- Couleur : Blanc
- Garnissage : Mousse de polyuréthane (densité assise : 28 kg/m³, densité dossier : 22 kg/m³)
- Structure : Contreplaqué
- Hauteur d’assise : 45 cm
- Dimensions : L 195 cm x P 103 cm x H 74 cm
- Poids net : 45 kg
- Nombre de places : 3
Utilisation : Idéal pour un salon, ce canapé spacieux offre un confort ultime pour des moments de relaxation en famille ou entre amis.
Conseil d'entretien : Nettoyez délicatement avec un chiffon doux ou un aspirateur à brosse douce pour préserver la texture du tissu doudou."
Bout de Canapé Sellette Lyna,image_1024-9.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/HIx-je3UqjGEDeposTnjjw/rnEYMWxnW8rQtaAQS0G0vE0mCAoxtVVCI96PXSloX_QNBotC618o2kImu3MkLJ6wDJcg0V0wKqSz3sSNoGN6Bx2pdtNwgt1xTdQm08xP6Kk5pmfQFgdwWpB0mvEHJNWCPnBQ5qu7GveU2P8uU9k2Gt5mkvZAxlDIvnLwiynZb0w/6QAbYU8J6NFW49bZ6uV3GOGeCRzKNobOuzO6r6mPsuA),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Bois,Bois,"Salon,Chambre,Cuisine & salle à manger,Bureau",D33 H37cm,8,Stockage,6 -   Opjet,013261,vente de marchandises,Unité,https://www.opjet.com/shop/013261-bout-de-canape-sellette-aya-d33-h37cm-12964?page=3&category=1#attr=,"€49,00","Bout de Canapé Sellette Aya – D33 x H37 cm
Apportez une touche de nature et d'authenticité à votre intérieur avec la sellette Aya en bois massif. Ce bout de canapé aux lignes épurées s’intègre parfaitement dans tout type de décoration, qu’elle soit moderne, bohème ou rustique.
Caractéristiques :
- Matériau : Bois massif
- Couleur : Bois naturel avec des nuances variées
- Hauteur : 37 cm
- Diamètre : 33 cm
- Poids net : 8 kg
Utilisation : Idéal en tant que bout de canapé, tabouret d'appoint ou même support pour plantes, ce meuble polyvalent ajoute une ambiance naturelle et chaleureuse à votre pièce.
Conseil d'entretien : Nettoyez avec un chiffon doux et sec. Évitez l'exposition prolongée à l'humidité pour préserver la qualité du bois."
Bout de Canapé Saria ,image_128.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/69XzXh--z4fyLBUAf_vLhg/xZ50aAQsgJrQhXZqMR6aF60OBBSGiV173RlfQMRlt-5n5JDvQFIojnkfg7fpdGFGhIbk5VEfZDX2c7pC-imgbULr_Trcen0W9xVqyHWfv5G5j-PylisVW-BBuXEvgLCOuqLODoiafeDYXJeBtmVfQO8j1neb_NXawB-r6cVcD7g/YKCWk9xJlDrMdL2MRlVKIFBfC1jR6ONs8HUzUoSMZ_0),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,"Beige,Noir","Métal,Rotin / Osier","Salon,Chambre,Cuisine & salle à manger,Bureau",D40 H37cm,"1,67",Stockage,6 -   Opjet,016853,vente de marchandises,Unité,https://www.opjet.com/shop/016853-bout-de-canape-pliant-vero-d40-h37cm-19270?category=24#attr=,"€24,00","Bout de Canapé Pliant Vero – D40 x H37 cm
Ajoutez une touche naturelle et minimaliste à votre espace avec le bout de canapé pliant Vero. Doté de pieds métalliques noirs et d’un plateau en corde naturelle, ce bout de canapé élégant est idéal pour servir de table d'appoint ou de table de nuit. Son design pliant permet une grande flexibilité d'utilisation et un rangement facile, parfait pour les petits espaces.
Caractéristiques :
- Matériaux : Métal et corde naturelle
- Couleurs : Naturel et noir
- Dimensions : Diamètre 40 cm, Hauteur 37 cm
- Poids net : 1,67 kg
Avantages :
- Polyvalence : Utilisez-le comme table d'appoint près d'un canapé, une table de nuit ou même dans une entrée.
- Design naturel et contemporain : La corde naturelle associée au métal noir offre un look épuré et chaleureux.
- Pratique et pliable : Ce bout de canapé peut être facilement replié et déplacé pour répondre à tous vos besoins de décoration ou de rangement.
Conseils d'entretien : Nettoyez le plateau en corde avec un chiffon sec ou légèrement humide pour enlever la poussière. Évitez les produits d'entretien agressifs pour préserver la beauté naturelle des matériaux.
Style et utilisation : Idéal dans un salon contemporain, une chambre à coucher ou même sur un balcon couvert pour une ambiance relaxante."
Table Basse Sélène,image_1024-45.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/gwA1sEhdPBi7nPsv2W_12w/IfCRpNt2LDVm8cveuclv_b9aIKoPqO-bYo0cTuYpxXNeXw5gw2N9NjxDPX48KrXtix4j0tBqtNq_tbvXltFgvrLKretUlGVms_rb5tWkXgUpnZbS5zQljEWSlAfZ_e2CVSBEkBNdZ4uO8eHLYOWg5gbaPklIEBukh5JTC2r2hRU/uTcqN7iulyvDmihz9ESoAIeRaGZPD8_t0xWaM8_XHxo),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,"Doré ,Noir","Pierre / Marbre,Métal","Salon,Chambre,Cuisine & salle à manger,Bureau",L70 P46 H62cm,16.25,Stockage,6 -   Opjet,015814,vente de marchandises,Unité,https://www.opjet.com/shop/015814-table-basse-oublie-l70-p46-h62cm-16401?page=2&category=24#attr=,"€119,00","Table Basse Oublie – L70 x P46 x H62 cm
Apportez une touche de modernité et d'élégance à votre intérieur avec la table basse Oublie. Avec son plateau en marbre noir et sa base en métal doré, cette table se distingue par son design graphique et contemporain. Polyvalente, elle s’adapte aussi bien à un salon qu’à une chambre ou une entrée pour les adeptes du slow life.
Caractéristiques :
- Matériau du plateau : Marbre noir, élégant et durable
- Base : Métal, finition dorée pour un look raffiné
- Dimensions : Longueur 70 cm x Profondeur 46 cm x Hauteur 62 cm
- Poids net : 16,25 kg
Utilisation :
Idéale comme table basse dans un salon, table d'appoint dans une chambre ou même comme pièce maîtresse dans une entrée. Sa combinaison de marbre et de métal doré ajoute une touche sophistiquée à n'importe quel décor.
Conseil d'entretien :
Nettoyez délicatement avec un chiffon doux et humide pour préserver la brillance du marbre et de la base métallique. Évitez les produits abrasifs pour ne pas endommager la surface.
Faites de la table basse Oublie la pièce centrale de votre espace pour une décoration à la fois élégante et fonctionnelle !"
Table Basse Naïa ,image_1024-353.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/C6UY4VKglaPj0Tl5r2B7aA/FBuUCIc6Mifj61xVX74O_gSthwFKx7wHYaOBleV-BAL4860OCUgbhdA9cLwG8r_aawzzb0jvp-i3yjXCQHZIvlMUB5xTkINbY8sdoOq4QfREiQzacITeqWp8H_dZhiO3jhvAxS4hvpUlki1O1a6l9VpUc-FKr-VHHuZrfOqjG5g/uwyZivye2Z7FfktZVMIUXmykOs9noWh6Bz6gIepbMr0),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Bois,Bois,"Salon,Chambre,Cuisine & salle à manger,Bureau",D50 H45cm,5,Stockage,6 -   Opjet,016754,vente de marchandises,Unité,https://www.opjet.com/shop/016754-table-basse-ronde-lize-d50-h45cm-19020?search=table#attr=,"€53,00","Table Basse Ronde Lize D50 H45 cm
Apportez une touche de chaleur et d'élégance naturelle à votre espace avec la Table Basse Ronde Lize. Son design épuré et ses lignes verticales en bois de paulownia apportent une texture unique et sophistiquée, idéale pour un intérieur contemporain ou bohème.
- Matériau : MDF plaqué frêne
- Base : Bois de paulownia
- Couleur : Bois naturel
- Dimensions : Diamètre 50 cm x Hauteur 45 cm
- Poids net : 5 kg
Avantages :
- Design naturel et intemporel : La finition en frêne et la base en bois de paulownia ajoutent une esthétique chaleureuse et authentique.
- Format compact : Idéal pour les petits espaces ou en table d’appoint.
- Polyvalente : Peut être utilisée comme table basse, table d’appoint ou table de chevet.
Conseil d’entretien :
Nettoyez avec un chiffon doux et sec pour préserver la beauté du bois. Évitez les produits abrasifs qui pourraient endommager la finition."
Bout de Canapé Soren Pm – Miroir Noir  ,image_1024-49.png (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/tMD0-jHSxIb67q0xr7WKew/fkf04hqbqQHuMjyMeSaYqm5YjFwH-2nZVg-COXTiPFaSMdGxhot9yzTnYCxcpS1mZAmaoX1RhUUWkZoGEKwwWTbCdwIZq0xiYXFNvMYBQA0aQlN1ENObYfXVYVtqRdO3OfK2UcV6Z2mS5V6YdZI6mm-ZGhy-ZxS6lE-ydvlUrSs/wi_D4Gqzm3s6QuUoPig49l66iVuVsAWEmg3OXmef8hs),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Autre,,,L30 x P30 x H45 cm,11.0,Stockage,6 -   Opjet,018020,vente de marchandises,Unité,https://www.opjet.com/shop/018020-bout-de-canape-dorian-miroir-pm-l30-p30-h45cm-22439?category=24#attr=,"€49,99","Bout de Canapé Dorian Miroir – Petit Modèle – L30 x P30 x H45 cm
Apportez une touche chic et contemporaine à votre intérieur avec le bout de canapé Dorian miroir. Son design élégant mêle surface réfléchissante et structure noire pour créer un jeu de lumière raffiné, parfait dans un salon moderne ou une chambre élégante.
Description
Compact et sophistiqué, ce bout de canapé miroir joue avec les reflets pour agrandir visuellement l’espace. Sa structure en MDF robuste, habillée de panneaux en verre miroir, en fait une pièce à la fois esthétique et fonctionnelle. Il peut aussi être utilisé comme table de chevet ou support décoratif dans une entrée.
Détails des caractéristiques
- Matériau : Verre, MDF
- Couleur : Noir
- Base : MDF
- Hauteur : 45 cm
- Profondeur : 30 cm
- Longueur : 30 cm
- Poids net : 11,0 kg
Avantages
- Design élégant avec finition miroir
- Format compact adapté aux petits espaces
- Structure solide en MDF
- Polyvalent : table d’appoint, chevet ou support décoratif
- Illumine visuellement l’espace grâce aux reflets
Conseils d’entretien
Nettoyez avec un chiffon doux non abrasif. Évitez les produits contenant de l’ammoniaque. Essuyez immédiatement toute éclaboussure pour préserver la brillance du miroir.





"
Bout de Canapé Noma Marron ,image_1024-8.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/8Nq_4iFbXLJPupe0bOAJqg/Vjv2m8XwvbOiV-5ll5SOl9QaxqeOc0A8STFvAt1u3-qutSoLEvf27g-chqs2zP_yefuojza531YLiG_eDQsrqa91bOBQU_TSvDAx_RBx3TIm0Zl1MujyoDmoyGOATOp93aS623NK9SpzB8UzJcoM_6qe8m6y5cL-9g12U6l-HUQ/spclv6t33yYG_hHFxakgeGIJkHpqr6AQs-4zzN656Jk),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Marron,Métal,"Salon,Chambre,Cuisine & salle à manger,Bureau",D40 H43cm,"4,5",Stockage,6 -   Opjet,017143,vente de marchandises,Unité,https://www.opjet.com/shop/017143-bout-de-canape-bibi-marron-d40-h43cm-19836#attr=,"€79,00","Bout de Canapé Bibi Marron – D40 x H43 cm
Apportez une touche de simplicité élégante à votre intérieur avec le bout de canapé Bibi. Entièrement en métal avec une finition émaillée, cette sellette au design minimaliste s’intègre parfaitement dans un décor contemporain ou épuré. Idéale pour les adeptes du style slow life, elle peut être utilisée comme table d'appoint, support pour plantes ou encore comme table de chevet.
Caractéristiques :
- Matériau : Métal
- Couleur : Marron
- Hauteur : 43 cm
- Diamètre : 40 cm
- Poids net : 4,5 kg
Utilisation :
Parfait comme bout de canapé dans le salon, table d'appoint dans la chambre ou sellette dans une entrée, ce meuble polyvalent ajoute une touche moderne et fonctionnelle à n’importe quel espace.
Conseil d'entretien :
Nettoyez avec un chiffon doux pour conserver la finition émaillée et éviter les rayures.
Le bout de canapé Bibi en marron est idéal pour apporter une note chaleureuse et naturelle à votre décoration, tout en restant pratique et esthétique."
Bout de Canapé Noma Vert,image_1024-7.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/jRfQZ-7KWZ1u1FU_uPdo3w/nidUkey41zLsZLD32q2dgxyahzWwTSNj0H4v_76r6ofjUUVaHHydgmkylRR7NZh8rnHf6IIGr4rCS3qH3vfbrqCNmA8CEZtt22bl6QD8wnhdChVp9vARpSmu-pW2q8kUuP0UBM8i_G4cZH1gXXO2MUjLXjWLw7LkRvDv1comaZ4/KAh-PKuaAY7HvPjq1u6Z4NpmmBpzgo0xDPBBG1G9BjA),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Vert,Métal,"Salon,Chambre,Cuisine & salle à manger,Bureau",D25 H34cm,"4,5",Stockage,6 -   Opjet,016156,vente de marchandises,Unité,https://www.opjet.com/shop/016156-bout-de-canape-bibi-vert-d40-h43cm-17424#attr=,"€79,00","Bout de Canapé Bibi Vert – D40 x H43 cm
Apportez une touche de simplicité élégante à votre intérieur avec le bout de canapé Bibi. Entièrement en métal avec une finition émaillée, cette sellette au design minimaliste s’intègre parfaitement dans un décor contemporain ou épuré. Idéale pour les adeptes du style slow life, elle peut être utilisée comme table d'appoint, support pour plantes ou encore comme table de chevet.
Caractéristiques :
- Matériau : Métal
- Couleur : Vert
- Hauteur : 43 cm
- Diamètre : 40 cm
- Poids net : 4,5 kg
Utilisation :
Parfait comme bout de canapé dans le salon, table d'appoint dans la chambre ou sellette dans une entrée, ce meuble polyvalent ajoute une touche moderne et fonctionnelle à n’importe quel espace.
Conseil d'entretien :
Nettoyez avec un chiffon doux pour préserver la finition émaillée et éviter les rayures.
Le bout de canapé Bibi en vert est idéal pour ajouter une note de fraîcheur et de naturel à votre décoration intérieure, tout en offrant une solution pratique et élégante."
Bout de Canapé Noma Violet,image_1024-23.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/CrepSy3XJDwsVmG5YjiowQ/icqEQPXwAcvcLxP-51x8sXQ9-zcYUtCMbkwLdNJIS8wqzxc-s28Y4oVhtjiT-9nIsmJhtVfYnW4cUbB6RBjWAIBOcVvJb7pxcbrX1URDX2eqSxeaAtckOWwYgh574DKonEutn3CJxNpZkhw-Mwc8N4ZJWEXHq-DoIWfkEFFaEUY/gDoK8E5TMi8_5A6m-YzHqmnm4ynzfkEIVXx_X_97DqY),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Violet,Métal,"Salon,Chambre,Cuisine & salle à manger,Bureau",D25 H34cm,"4,5",Stockage,6 -   Opjet,017146,vente de marchandises,Unité,https://www.opjet.com/shop/017146-bout-de-canape-bibi-violet-d40-h43cm-19839#attr=,"€79,00","Bout de Canapé Bibi Violet – D40 x H43 cm
Apportez une touche audacieuse et colorée à votre intérieur avec le bout de canapé Bibi en violet. Entièrement en métal avec une finition émaillée, cette pièce au design épuré s'intègre parfaitement dans un décor contemporain ou artistique. Idéal pour les amateurs de style slow life, ce bout de canapé peut être utilisé comme table d'appoint, support pour plantes ou table de chevet.
Caractéristiques :
- Matériau : Métal
- Couleur : Violet
- Hauteur : 43 cm
- Diamètre : 40 cm
- Poids net : 4,5 kg
Utilisation :
Parfait comme bout de canapé dans le salon, table d'appoint dans la chambre ou sellette dans une entrée, ce meuble polyvalent ajoute une touche unique et vibrante à n’importe quel espace.
Conseil d'entretien :
Nettoyez avec un chiffon doux pour préserver la finition émaillée et éviter les rayures.
Le bout de canapé Bibi en violet est la pièce idéale pour insuffler une note de couleur et d'originalité à votre décoration intérieure."
Bout de Canapé Noma Matcha,image_1024-11.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/iWh_C9cN7-OAVGqZsc-rAw/gVXjMcnDmFU3rA334hXZu34FJQ5poGEvZrOPflO4IB93kQqg6vrB5f8uZ_UTd0PU2FWrnuFu0g5TzhaGpwa2jJooJ7Rk7YMgpmzCYcZ9pOxL5Ie8WQmHBZ7m6ym4TT886KwABv9jLHtjZWFULrlcDMR7eSyB2EFeQRb84hpMiI4/YWFcSCHqpUqX-blndgjtnZgFT6tRGGzTLOQoMMVm0Q8),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Vert,Métal,"Salon,Chambre,Cuisine & salle à manger,Bureau",D25 H34cm,"4,5",Stockage,6 -   Opjet,017142,vente de marchandises,Unité,https://www.opjet.com/shop/017142-bout-de-canape-bibi-matcha-d40-h43cm-19835#attr=,"€79,00","Bout de Canapé Bibi Matcha – D40 x H43 cm
Ajoutez une touche de fraîcheur et de modernité à votre intérieur avec le bout de canapé Bibi en coloris matcha. Entièrement fabriqué en métal avec une finition émaillée élégante, ce meuble minimaliste est parfait pour un décor contemporain ou épuré. Polyvalent, il convient aussi bien comme table d'appoint dans le salon, support pour plantes, ou même table de chevet pour un style unique.
Caractéristiques :
- Matériau : Métal
- Couleur : Matcha
- Hauteur : 43 cm
- Diamètre : 40 cm
- Poids net : 4,5 kg
Utilisation :
Idéal comme bout de canapé dans le salon, table d'appoint dans la chambre ou sellette dans une entrée, ce meuble polyvalent apporte une touche zen et naturelle à n'importe quel espace.
Conseil d'entretien :
Pour préserver la finition émaillée, nettoyez avec un chiffon doux et sec afin d'éviter les rayures.
Le bout de canapé Bibi en coloris matcha est un choix parfait pour ceux qui souhaitent ajouter une teinte apaisante et tendance à leur décoration intérieure."
Bout de Canapé Noma Ocre,image_1024-19.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/GWKPuJma8qTT4ArsMiMg4g/Nh-eJNZ32w7p3kfB-AKiT4Z7oUvracv1NkH20wYQI563DkQEuhsO6NStm8DJxgd3IHL9elYBoJK2OUnXZYwSdFxeLTOTvJmWvS2ltB5f1ES2MqX0hWRBGHj5eHT2CjHjkWIhSdFjacsembYIt4HgMD5zrCAAQe4sLOPw2dRgB-A/NGclrwqPBeKpvxUf2cmtz3agBMprbaMH70yZI8JZers),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Marron,Métal,"Salon,Chambre,Cuisine & salle à manger,Bureau",D25 H34cm,"4,5",Stockage,6 -   Opjet,016158,vente de marchandises,Unité,https://www.opjet.com/shop/016158-bout-de-canape-bibi-ocre-d40-h43cm-17426#attr=,"€79,00","Bout de Canapé Bibi Ocre – D40 x H43 cm
Ajoutez une touche chaleureuse et contemporaine à votre intérieur avec le bout de canapé Bibi en ocre. Entièrement en métal avec une finition émaillée, cette pièce au design minimaliste s'intègre facilement dans un décor moderne, bohème ou épuré. Idéal pour les adeptes du style slow life, ce bout de canapé peut être utilisé comme table d'appoint, support pour plantes ou table de chevet.
Caractéristiques :
- Matériau : Métal
- Couleur : Ocre
- Hauteur : 43 cm
- Diamètre : 40 cm
- Poids net : 4,5 kg
Utilisation :
Parfait comme bout de canapé dans le salon, table d'appoint dans la chambre ou sellette dans une entrée, ce meuble polyvalent ajoute une touche moderne et fonctionnelle à n’importe quel espace.
Conseil d'entretien :
Nettoyez avec un chiffon doux pour conserver la finition émaillée et éviter les rayures.
Le bout de canapé Bibi en ocre est l'accessoire idéal pour apporter une couleur chaleureuse et élégante à votre décoration intérieure."
Bout de Canapé Noma Kaki,image_1024-15.jpeg (https://v5.airtableusercontent.com/v3/u/45/45/1759521600000/_fSoy-g34OZg5AXD_XYuQw/k_WTbwED8_KPBgBZeJ1QiVeYUl4c_BkiP2gpP8XGdf7rGzN2ydtFmQOS6LIB9z7iBrj-RC8JUZCwDUunAtMvYsn1HMdCXAAVL3tKwCknJKdZfVVp_Fm08Hzcyx7sN0swpE_ElM-_6J5LlAxEsOz68HxQAErNpD4zFy7NfJP-Wpo/tgzuEcFUYP0OQ7eu2VAis0jx2NidGqCzADiYk7QhFgw),1 -  Maison et décoration,1 - Mobilier,23 - Table d’appoint,Kaki,Métal,"Salon,Chambre,Cuisine & salle à manger,Bureau",D40 H43cm,"4,5",Stockage,6 -   Opjet,017144,vente de marchandises,Unité,https://www.opjet.com/shop/017144-bout-de-canape-bibi-kaki-d40-h43cm-19837#attr=,"€79,00","Bout de Canapé Bibi Kaki – D40 x H43 cm
Apportez une touche de simplicité élégante à votre intérieur avec le bout de canapé Bibi. Entièrement en métal avec une finition émaillée, cette sellette au design minimaliste s’intègre parfaitement dans un décor contemporain ou épuré. Idéale pour les adeptes du style slow life, elle peut être utilisée comme table d'appoint, support pour plantes ou encore comme table de chevet.
Caractéristiques :
- Matériau : Métal
- Couleur : Kaki
- Hauteur : 43 cm
- Diamètre : 40 cm
- Poids net : 4,5 kg
Utilisation :
Parfait comme bout de canapé dans le salon, table d'appoint dans la chambre ou sellette dans une entrée, ce meuble polyvalent ajoute une touche moderne et fonctionnelle à n’importe quel espace.
Conseil d'entretien :
Nettoyez avec un chiffon doux pour conserver la finition émaillée et éviter les rayures.
Idéal pour ceux qui recherchent un mobilier aussi esthétique que pratique, le bout de canapé Bibi en kaki complète parfaitement un intérieur dans l'air du temps."
